combined_info
"Product Name: SPYKAR Women Blue Adora Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans. Product Brand: SPYKAR. Gender: Women. Price (INR): 899. Number of Images: 7. Description: Blue dark wash 5-pocket mid-rise cropped jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops. Primary Color: Blue"
"Product Name: Raymond Men Blue Regular Fit Self Design Formal Shirt. Product Brand: Raymond. Gender: Men. Price (INR): 1154. Number of Images: 5. Description: Blue self-design formal shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket. Primary Color: Blue"
Product Name: BuckleUp Women Multicoloured Printed Belt. Product Brand: BuckleUp. Gender: Women. Price (INR): 449. Number of Images: 5. Description: Multicoloured printed beltReversible: NoStretchable: NoSecured with a tangWarranty: 1 monthWarranty provided by brand/manufacturer. Primary Color:  Red
"Product Name: Peter England Men Black Briefs PIWBK9146012. Product Brand: Peter England. Gender: Men. Price (INR): 266. Number of Images: 5. Description: A pair of black briefs, has an elasticated waistband and a panelled front with a double-layered contoured pouch. Primary Color:  Black"
"Product Name: AIGNER Men Platinum Eau De Toilette Perfume 100 ml. Product Brand: AIGNER. Gender: Men. Price (INR): 3640. Number of Images: 5. Description: NotesTop notes: Mandarin, bergamot, ozonic, orange, tamarind, cardamom, black pepper, clove tones and crisp mint leavesHeart notes: Spicy woody notesBase notes: Crystal amber, vanilla guaiacwood, olibanum, patchouli, sandalwood, moos. Primary Color:  Platinum"
"Product Name: Gini and Jony Girls Blue Solid Jacket. Product Brand: Gini and Jony. Gender: Girls. Price (INR): 1189. Number of Images: 3. Description: Blue solid jacket, has a spread collar, 4 pockets, button closure, long sleeves, straight hem. Primary Color: Blue"
Product Name: Homesake Gold-Toned Solid Handcrafted Table Lamp with Shade. Product Brand: Homesake. Gender: Unisex. Price (INR): 1836. Number of Images: 5. Description: Type: Handcrafted Table Lamp with ShadeColour: Gold-TonedPattern: SolidShape: FrustumShade material: FabricBase material: AluminiumSwitch Type: Toggle Button. Primary Color:  Gold
"Product Name: Campus Sutra Men Black Solid Round Neck Faux Leather T-shirt. Product Brand: Campus Sutra. Gender: Men. Price (INR): 699. Number of Images: 5. Description: Black solid T-shirt, has a round neck, and long sleeves with faux leather detail. Primary Color:  Black"
Product Name: MIAH Decor Set of 3 Blue & Off-White Handpainted Kitchen Storage Jars with Lids. Product Brand: MIAH Decor. Gender: Unisex. Price (INR): 3116. Number of Images: 3. Description: Type:  Set of 3 Blue & Off-White Handpainted Kitchen Storage Jars with LidsPattern: PrintedFinish: GlossyMaterial: Ceramic. Primary Color: Blue
"Product Name: Gini and Jony Girls Peach-Coloured Floral Embroidered Fit & Flare Dress. Product Brand: Gini and Jony. Gender: Girls. Price (INR): 1484. Number of Images: 4. Description: Peach-Coloured net embroidered woven fit and flare dress with embellished detail, has a round neck, short sleeves, concealed zip closure, tie-up on the back, attached lining and flared hem. Primary Color:  Red"
Product Name: SEJ by Nisha Gupta Blue & Green Printed Wooden Open Dry Bin. Product Brand: SEJ by Nisha Gupta. Gender: Unisex. Price (INR): 999. Number of Images: 3. Description: Set content: 1 open dry binColour: Blue and greenPattern: Floral printShape: Rectangular. Primary Color: Blue
"Product Name: Parx Men Blue Slim Fit Checked Casual Shirt. Product Brand: Parx. Gender: Men. Price (INR): 859. Number of Images: 5. Description: Blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket. Primary Color: Blue"
Product Name: PARFAIT Plus Size Black Lace Non-Wired Non Padded Everyday Bra P5482. Product Brand: PARFAIT. Gender: Women. Price (INR): 1679. Number of Images: 3. Description: Black lace full-coverage everyday braNon padded and non-wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: Side Bone. Primary Color:  Red
"Product Name: Parx Men Blue Slim Fit Checked Casual Shirt. Product Brand: Parx. Gender: Men. Price (INR): 939. Number of Images: 5. Description: Blue checked casual shirt, has a spread collar, short sleeves, button placket,  curved hem, one patch pocket. Primary Color: Blue"
Product Name: SEJ by Nisha Gupta Set of 4 Multicoloured Printed Table Placemats. Product Brand: SEJ by Nisha Gupta. Gender: Unisex. Price (INR): 799. Number of Images: 4. Description: Set content: 4 table matsShape: RectangleColour:multicolouredPattern: PrintedSuitable For: 4 seater tableMaterial: Cotton. Primary Color:  Red
"Product Name: her by invictus Women Red Cushioned Loafers. Product Brand: her by invictus. Gender: Women. Price (INR): 1299. Number of Images: 6. Description: A pair of round closed toe red loafers with comfort lining and foam cushioned footbed for your work-from-home needs. It has regular styling, and closed backSynthetic upperFoam Cushioned footbedTextured and patterned outsole. Primary Color:  Red"
Product Name: JEWEL JUNCTION Gold-Toned & Black Round Cufflinks. Product Brand: JEWEL JUNCTION. Gender: Men. Price (INR): 539. Number of Images: 5. Description: A pair of gold-toned and black round solid cufflinks. Primary Color:  Black
